1,Caterpie,['Grass'],Common
2,Metapod,['Grass'],Uncommon
3,Butterfree,['Grass'],Rare
4,Oddish,['Grass'],Common
5,Gloom,['Grass'],Uncommon
6,Vileplume,['Grass'],Rare Holo
7,Tangela,['Grass'],Common
8,Tangrowth,['Grass'],Rare
9,Ledyba,['Grass'],Common
10,Ledian,['Grass'],Rare
11,Heracross,['Grass'],Rare
12,Pansage,['Grass'],Common
13,Simisage,['Grass'],Uncommon
14,Dewpider,['Grass'],Common
15,Araquanid,['Grass'],Rare
16,Wimpod,['Grass'],Common
17,Golisopod-GX,['Grass'],Rare Holo GX
18,Charmander,['Fire'],Common
18,Charmander,['Fire'],Common
19,Charmeleon,['Fire'],Uncommon
20,Charizard-GX,['Fire'],Rare Holo GX
21,Ho-Oh-GX,['Fire'],Rare Holo GX
22,Pansear,['Fire'],Common
23,Simisear,['Fire'],Uncommon
24,Heatmor,['Fire'],Uncommon
25,Salazzle-GX,['Fire'],Rare Holo GX
26,Turtonator,['Fire'],Rare
27,Alolan Vulpix,['Water'],Common
28,Alolan Ninetales,['Water'],Rare
29,Horsea,['Water'],Common
30,Seadra,['Water'],Uncommon
31,Kingdra,['Water'],Rare Holo
32,Magikarp,['Water'],Common
33,Gyarados,['Water'],Rare Holo
34,Marill,['Water'],Common
35,Azumarill,['Water'],Rare
36,Panpour,['Water'],Common
37,Simipour,['Water'],Uncommon
38,Bruxish,['Water'],Rare
39,Tapu Fini-GX,['Water'],Rare Holo GX
39,Tapu Fini-GX,['Water'],Rare Holo GX
40,Pikachu,['Lightning'],Common
41,Raichu,['Lightning'],Rare Holo
42,Electabuzz,['Lightning'],Uncommon
43,Electivire,['Lightning'],Rare
44,Tynamo,['Lightning'],Common
45,Eelektrik,['Lightning'],Uncommon
46,Eelektross,['Lightning'],Rare
47,Togedemaru,['Lightning'],Common
48,Slowking,['Psychic'],Rare
49,Wobbuffet,['Psychic'],Uncommon
50,Seviper,['Psychic'],Uncommon
51,Duskull,['Psychic'],Common
52,Dusclops,['Psychic'],Uncommon
53,Dusknoir,['Psychic'],Rare Holo
54,Croagunk,['Psychic'],Common
55,Toxicroak,['Psychic'],Rare
56,Venipede,['Psychic'],Common
57,Whirlipede,['Psychic'],Uncommon
58,Scolipede,['Psychic'],Rare
59,Espurr,['Psychic'],Common
60,Meowstic,['Psychic'],Rare
61,Sandygast,['Psychic'],Common
62,Palossand,['Psychic'],Rare Holo
63,Necrozma-GX,['Psychic'],Rare Holo GX
64,Machamp-GX,['Fighting'],Rare Holo GX
65,Rhyhorn,['Fighting'],Common
66,Rhydon,['Fighting'],Uncommon
67,Rhyperior,['Fighting'],Rare Holo
68,Lunatone,['Fighting'],Uncommon
69,Solrock,['Fighting'],Uncommon
70,Riolu,['Fighting'],Common
71,Lucario,['Fighting'],Rare Holo
72,Sawk,['Fighting'],Common
73,Crabrawler,['Fighting'],Common
74,Crabominable,['Fighting'],Rare
75,Lycanroc,['Fighting'],Rare Holo
76,Lycanroc,['Fighting'],Rare
77,Mudbray,['Fighting'],Common
78,Mudsdale,['Fighting'],Rare
