1,Caterpie,['Grass'],Common
2,Metapod,['Grass'],Uncommon
3,Butterfree,['Grass'],Rare
4,Paras,['Grass'],Common
5,Parasect,['Grass'],Rare
6,Pinsir,['Grass'],Uncommon
7,Surskit,['Grass'],Common
8,Masquerain,['Grass'],Rare
9,Rowlet,['Grass'],Common
10,Dartrix,['Grass'],Uncommon
11,Decidueye,['Grass'],Rare
12,Decidueye-GX,['Grass'],Rare Holo GX
13,Grubbin,['Grass'],Common
14,Fomantis,['Grass'],Common
15,Lurantis-GX,['Grass'],Rare Holo GX
16,Morelull,['Grass'],Common
17,Shiinotic,['Grass'],Rare Holo
18,Bounsweet,['Grass'],Common
19,Steenee,['Grass'],Uncommon
20,Tsareena,['Grass'],Rare Holo
21,Growlithe,['Fire'],Common
22,Arcanine,['Fire'],Rare Holo
23,Torkoal,['Fire'],Common
24,Litten,['Fire'],Common
25,Torracat,['Fire'],Uncommon
26,Incineroar,['Fire'],Rare
27,Incineroar-GX,['Fire'],Rare Holo GX
28,Psyduck,['Water'],Common
29,Golduck,['Water'],Rare
30,Poliwag,['Water'],Common
31,Poliwhirl,['Water'],Uncommon
32,Poliwrath,['Water'],Rare Holo
33,Shellder,['Water'],Common
34,Cloyster,['Water'],Rare
35,Lapras-GX,['Water'],Rare Holo GX
36,Corsola,['Water'],Uncommon
37,Wingull,['Water'],Common
38,Pelipper,['Water'],Uncommon
39,Popplio,['Water'],Common
40,Brionne,['Water'],Uncommon
41,Primarina,['Water'],Rare
42,Primarina-GX,['Water'],Rare Holo GX
43,Crabominable,['Water'],Rare
44,Wishiwashi,['Water'],Uncommon
45,Dewpider,['Water'],Common
46,Araquanid,['Water'],Uncommon
47,Pyukumuku,['Water'],Uncommon
48,Bruxish,['Water'],Rare
49,Chinchou,['Lightning'],Common
50,Lanturn,['Lightning'],Rare
51,Charjabug,['Lightning'],Uncommon
52,Vikavolt,['Lightning'],Rare Holo
53,Togedemaru,['Lightning'],Common
54,Zubat,['Psychic'],Common
55,Golbat,['Psychic'],Uncommon
56,Crobat,['Psychic'],Rare Holo
57,Alolan Grimer,['Psychic'],Common
58,Alolan Muk,['Psychic'],Rare Holo
59,Drowzee,['Psychic'],Common
60,Hypno,['Psychic'],Uncommon
61,Espeon-GX,['Psychic'],Rare Holo GX
62,Mareanie,['Psychic'],Common
63,Toxapex,['Psychic'],Rare Holo
64,Cosmog,['Psychic'],Common
65,Cosmoem,['Psychic'],Rare
66,Lunala-GX,['Psychic'],Rare Holo GX
67,Makuhita,['Fighting'],Common
68,Hariyama,['Fighting'],Rare
69,Roggenrola,['Fighting'],Common
70,Boldore,['Fighting'],Uncommon
71,Gigalith,['Fighting'],Rare Holo
72,Crabrawler,['Fighting'],Common
73,Passimian,['Fighting'],Uncommon
74,Sandygast,['Fighting'],Common
75,Palossand,['Fighting'],Rare
76,Alolan Rattata,['Darkness'],Common
77,Alolan Raticate,['Darkness'],Uncommon
78,Alolan Meowth,['Darkness'],Common
79,Alolan Persian,['Darkness'],Uncommon
80,Umbreon-GX,['Darkness'],Rare Holo GX
81,Carvanha,['Darkness'],Common
