1,Venusaur-EX,['Grass'],Rare Holo EX
2,M Venusaur-EX,['Grass'],Rare Holo EX
3,Caterpie,['Grass'],Common
4,Metapod,['Grass'],Uncommon
5,Weedle,['Grass'],Common
6,Kakuna,['Grass'],Uncommon
7,Beedrill,['Grass'],Rare
8,Tangela,['Grass'],Common
9,Charmander,['Fire'],Common
10,Charmeleon,['Fire'],Uncommon
11,Charizard,['Fire'],Rare Holo
12,Charizard-EX,['Fire'],Rare Holo EX
13,M Charizard-EX,['Fire'],Rare Holo EX
14,Vulpix,['Fire'],Common
15,Ninetales,['Fire'],Rare Holo
16,Ninetales BREAK,['Fire'],Rare BREAK
17,Growlithe,['Fire'],Common
18,Arcanine,['Fire'],Rare
19,Ponyta,['Fire'],Common
20,Magmar,['Fire'],Uncommon
21,Blastoise-EX,['Water'],Rare Holo EX
22,M Blastoise-EX,['Water'],Rare Holo EX
23,Poliwag,['Water'],Common
24,Poliwhirl,['Water'],Uncommon
25,Poliwrath,['Water'],Rare Holo
26,Slowbro-EX,['Water'],Rare Holo EX
27,M Slowbro-EX,['Water'],Rare Holo EX
28,Seel,['Water'],Common
29,Dewgong,['Water'],Rare
30,Staryu,['Water'],Common
31,Starmie,['Water'],Rare
32,Starmie BREAK,['Water'],Rare BREAK
33,Magikarp,['Water'],Common
34,Gyarados,['Water'],Rare Holo
35,Pikachu,['Lightning'],Common
36,Raichu,['Lightning'],Rare Holo
37,Magnemite,['Lightning'],Common
38,Magneton,['Lightning'],Rare Holo
39,Voltorb,['Lightning'],Common
40,Electrode,['Lightning'],Rare
41,Electabuzz,['Lightning'],Common
42,Zapdos,['Lightning'],Rare Holo
43,Nidoran♂,['Psychic'],Common
44,Nidorino,['Psychic'],Uncommon
45,Nidoking,['Psychic'],Rare Holo
46,Nidoking BREAK,['Psychic'],Rare BREAK
47,Gastly,['Psychic'],Common
48,Haunter,['Psychic'],Uncommon
49,Drowzee,['Psychic'],Common
50,Koffing,['Psychic'],Uncommon
51,Mewtwo,['Psychic'],Rare
52,Mewtwo-EX,['Psychic'],Rare Holo EX
53,Mew,['Psychic'],Rare Holo
54,Sandshrew,['Fighting'],Common
55,Diglett,['Fighting'],Common
56,Dugtrio,['Fighting'],Rare
57,Machop,['Fighting'],Common
58,Machoke,['Fighting'],Uncommon
59,Machamp,['Fighting'],Rare Holo
60,Machamp BREAK,['Fighting'],Rare BREAK
61,Onix,['Fighting'],Common
62,Hitmonchan,['Fighting'],Rare Holo
63,Clefairy,['Fairy'],Rare Holo
64,Pidgeot-EX,['Colorless'],Rare Holo EX
65,M Pidgeot-EX,['Colorless'],Rare Holo EX
66,Rattata,['Colorless'],Common
67,Raticate,['Colorless'],Rare
68,Farfetch'd,['Colorless'],Rare
69,Doduo,['Colorless'],Common
70,Chansey,['Colorless'],Rare Holo
71,Porygon,['Colorless'],Uncommon
72,Dragonite-EX,['Colorless'],Rare Holo EX
73,Blastoise Spirit Link,None,Uncommon
74,Brock's Grit,None,Uncommon
75,Charizard Spirit Link,None,Uncommon
76,Devolution Spray,None,Uncommon
77,Energy Retrieval,None,Uncommon
78,Full Heal,None,Uncommon
79,Maintenance,None,Uncommon
80,Misty's Determination,None,Uncommon
81,Pidgeot Spirit Link,None,Uncommon
82,Pokédex,None,Uncommon
83,Potion,None,Uncommon
84,Professor Oak's Hint,None,Uncommon
85,Revive,None,Uncommon
86,Slowbro Spirit Link,None,Uncommon
87,Super Potion,None,Uncommon
88,Switch,None,Uncommon
89,Venusaur Spirit Link,None,Uncommon
90,Double Colorless Energy,None,Uncommon
91,Grass Energy,None,Common
92,Fire Energy,None,Common
93,Water Energy,None,Common
94,Lightning Energy,None,Common
95,Psychic Energy,None,Common
96,Fighting Energy,None,Common
97,Darkness Energy,None,Common
98,Metal Energy,None,Common
99,Fairy Energy,None,Common
100,M Venusaur-EX,['Grass'],Rare Ultra
101,M Charizard-EX,['Fire'],Rare Ultra
102,M Blastoise-EX,['Water'],Rare Ultra
103,Mewtwo-EX,['Psychic'],Rare Ultra
104,Pidgeot-EX,['Colorless'],Rare Ultra
105,M Pidgeot-EX,['Colorless'],Rare Ultra
106,Dragonite-EX,['Colorless'],Rare Ultra
107,Brock's Grit,None,Rare Ultra
108,Misty's Determination,None,Rare Ultra
109,ナッシー[Exeggutor],['Grass'],Rare Secret
110,Flying Pikachu,['Lightning'],Rare Secret
111,Surfing Pikachu,['Lightning'],Rare Secret
112,Imakuni?'s Doduo,['Colorless'],Rare Secret
113,Here Comes Team Rocket!,None,Rare Secret
